73, 2015-03-30, Home, PHO, W, 109, 86, 44, 86, 12, 27, 9, 10, 9, 47, 26, 6, 5, 14, 10, 38, 87, 3, 16, 7, 10, 8, 38, 18, 6, 2, 12, 11, W, -8.5
74, 2015-04-01, Home, LAC, L, 122, 126, 45, 89, 13, 25, 19, 25, 13, 43, 25, 4, 3, 8, 19, 46, 86, 15, 28, 19, 24, 7, 40, 30, 6, 3, 6, 21, L, -3
75, 2015-04-03, Away, LAL, W, 107, 77, 43, 88, 10, 26, 11, 11, 6, 53, 21, 7, 6, 8, 14, 31, 82, 5, 14, 10, 17, 6, 43, 13, 4, 6, 11, 10, W, -10.5
76, 2015-04-04, Home, NOP, W, 99, 90, 36, 84, 6, 16, 21, 23, 18, 51, 17, 4, 3, 10, 9, 39, 85, 7, 16, 5, 10, 9, 35, 18, 8, 5, 9, 18, W, -5.5
77, 2015-04-06, Away, BRK, L, 96, 106, 39, 87, 11, 26, 7, 9, 11, 50, 17, 4, 3, 12, 21, 41, 91, 6, 14, 18, 23, 12, 46, 25, 6, 5, 6, 11, L, 6
78, 2015-04-08, Home, MIN, W, 116, 91, 42, 85, 12, 33, 20, 23, 12, 53, 25, 8, 2, 15, 23, 32, 85, 3, 11, 24, 29, 10, 35, 16, 12, 2, 11, 17, W, -16.5
79, 2015-04-09, Away, GSW, L, 105, 116, 46, 98, 7, 24, 6, 8, 11, 41, 28, 6, 5, 9, 12, 48, 90, 12, 26, 8, 9, 9, 44, 27, 6, 5, 13, 12, L, 10.5
80, 2015-04-11, Home, UTA, L, 105, 111, 41, 87, 6, 30, 17, 22, 9, 39, 22, 11, 4, 12, 25, 36, 79, 6, 17, 33, 42, 15, 48, 20, 9, 4, 16, 17, L, -10
81, 2015-04-13, Away, OKC, L, 90, 101, 38, 83, 8, 23, 6, 9, 3, 35, 22, 1, 4, 12, 21, 39, 96, 4, 21, 19, 27, 18, 58, 14, 8, 6, 8, 19, L, 8
82, 2015-04-15, Away, DAL, L, 98, 114, 38, 91, 7, 25, 15, 18, 12, 45, 20, 7, 4, 19, 22, 39, 86, 9, 25, 27, 34, 12, 54, 18, 9, 5, 14, 17, L, 6.5
